ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,  COORD-COORD1,  COORD-COORD2
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             1,            0.,          -50.,            0.,NA,NA,"",       5.48521,      -44.5273
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             2,           80.,          -50.,            0.,NA,NA,"",       79.5270,      -47.0423
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             3,           70.,          -50.,            0.,NA,NA,"",       70.1444,      -46.9068
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             4,           60.,          -50.,            0.,NA,NA,"",       60.5706,      -46.2747
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             5,           50.,          -50.,            0.,NA,NA,"",       50.7041,      -45.7245
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             6,           40.,          -50.,            0.,NA,NA,"",       40.6541,      -45.8760
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             7,           30.,          -50.,            0.,NA,NA,"",       30.7712,      -46.0256
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             8,           20.,          -50.,            0.,NA,NA,"",       20.9562,      -45.3872
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",             9,           10.,          -50.,            0.,NA,NA,"",       10.7462,      -44.6883
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            10,            0.,          -40.,            0.,NA,NA,"",       5.30195,      -39.2963
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            11,       71.3139,      -37.7053,            0.,NA,NA,"",       71.4552,      -37.4983
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            12,       51.6699,      -40.4079,            0.,NA,NA,"",       51.7513,      -40.0836
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            13,       22.0876,      -41.2888,            0.,NA,NA,"",       22.5120,      -41.1659
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            14,       11.9409,      -38.1090,            0.,NA,NA,"",       12.1426,      -37.8471
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            15,       33.0788,      -35.4439,            0.,NA,NA,"",       33.1406,      -35.1225
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            16,       78.6008,      -38.3642,            0.,NA,NA,"",       78.5994,      -38.1124
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            17,       64.1867,      -35.8527,            0.,NA,NA,"",       64.4111,      -35.7345
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            18,       61.2789,      -42.8857,            0.,NA,NA,"",       61.6960,      -42.6560
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            19,       31.5340,      -42.4108,            0.,NA,NA,"",       31.5670,      -42.2307
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            20,       40.6801,      -34.8400,            0.,NA,NA,"",       40.6128,      -34.6436
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            21,       41.0144,      -42.0947,            0.,NA,NA,"",       40.8143,      -41.9836
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            22,       70.3373,      -44.0181,            0.,NA,NA,"",       70.4828,      -43.7585
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            23,       79.2013,      -44.3326,            0.,NA,NA,"",       79.1400,      -44.0528
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            24,       25.8951,      -33.5537,            0.,NA,NA,"",       26.1739,      -33.5161
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            25,            0.,          -30.,            0.,NA,NA,"",       4.51923,      -29.1906
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            26,            0.,          -20.,            0.,NA,NA,"",       4.02251,      -19.5795
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            27,       13.2563,      -17.1793,            0.,NA,NA,"",       14.7211,      -17.7588
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            28,       70.3625,      -24.2622,            0.,NA,NA,"",       70.4469,      -25.3957
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            29,       54.3369,      -28.4047,            0.,NA,NA,"",       53.8704,      -29.5704
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            30,       34.2414,      -30.0582,            0.,NA,NA,"",       34.3811,      -30.0546
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            31,       26.0226,      -23.9418,            0.,NA,NA,"",       25.9811,      -23.8914
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            32,       15.9634,      -24.1437,            0.,NA,NA,"",       16.0275,      -23.8792
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            33,       44.7236,      -19.2680,            0.,NA,NA,"",       44.8120,      -19.1753
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            34,       58.0827,      -22.6226,            0.,NA,NA,"",       58.7688,      -21.8267
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            35,       72.3328,      -19.4670,            0.,NA,NA,"",       73.0337,      -18.9265
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            36,       51.0147,      -17.5886,            0.,NA,NA,"",       51.0339,      -17.6361
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            37,       62.6855,      -26.5201,            0.,NA,NA,"",       62.7674,      -26.5360
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            38,       67.1544,      -20.9380,            0.,NA,NA,"",       66.3395,      -20.6492
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            39,       75.9545,      -21.7635,            0.,NA,NA,"",       76.0732,      -21.7186
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            40,       77.4065,      -18.7014,            0.,NA,NA,"",       77.2976,      -18.8396
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            41,       79.6963,      -22.6753,            0.,NA,NA,"",       79.7042,      -22.6889
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            42,       80.4180,      -18.2233,            0.,NA,NA,"",       80.3580,      -18.1761
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            43,       74.4162,      -26.2206,            0.,NA,NA,"",       74.4733,      -26.1960
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            44,       78.9737,      -27.2984,            0.,NA,NA,"",       79.0099,      -27.2334
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            45,       72.7394,      -31.6453,            0.,NA,NA,"",       72.8862,      -31.5347
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            46,       67.2879,      -29.5931,            0.,NA,NA,"",       67.5189,      -29.5305
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            47,       36.8524,      -21.0474,            0.,NA,NA,"",       36.7723,      -21.0786
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            48,       30.6024,      -18.5768,            0.,NA,NA,"",       30.1888,      -18.4275
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            49,       78.5311,      -32.5792,            0.,NA,NA,"",       78.5714,      -32.4132
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            50,       58.3183,      -32.6906,            0.,NA,NA,"",       58.3629,      -32.5520
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            51,       7.14511,      -19.1104,            0.,NA,NA,"",       6.42324,      -20.4352
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            52,       8.53393,      -28.1527,            0.,NA,NA,"",       8.59463,      -27.6515
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            53,       20.0232,      -29.9081,            0.,NA,NA,"",       20.1853,      -29.7222
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            54,       48.1247,      -32.5972,            0.,NA,NA,"",       48.0581,      -32.2386
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            55,       22.0641,      -19.8640,            0.,NA,NA,"",       22.1622,      -19.7147
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            56,       26.4335,      -16.8108,            0.,NA,NA,"",       26.2610,      -16.8591
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            57,       30.5422,      -27.1209,            0.,NA,NA,"",       30.7179,      -27.3481
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            58,       46.0239,      -25.8791,            0.,NA,NA,"",       46.0017,      -25.7681
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            59,       52.0859,      -23.6260,            0.,NA,NA,"",       50.9966,      -23.0599
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            60,       39.5898,      -27.9550,            0.,NA,NA,"",       39.4015,      -28.1187
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            61,       62.9628,      -18.2870,            0.,NA,NA,"",       62.9710,      -18.0406
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            62,            0.,          -10.,            0.,NA,NA,"",       4.47314,      -9.95433
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            63,       68.1957,      -15.5226,            0.,NA,NA,"",       68.0765,      -15.4270
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            64,       56.3561,      -16.0130,            0.,NA,NA,"",       56.4871,      -15.9513
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            65,       44.7771,      -12.4029,            0.,NA,NA,"",       44.8008,      -12.4286
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            66,       26.1714,      -12.2774,            0.,NA,NA,"",       26.1587,      -12.5553
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            67,       82.6919,      -2.19538,            0.,NA,NA,"",       82.7114,      -2.23629
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            68,       80.3992,      -2.42145,            0.,NA,NA,"",       80.4216,      -2.46967
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            69,       77.8726,      -2.66594,            0.,NA,NA,"",       77.8969,      -2.72416
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            70,       75.1024,      -2.92514,            0.,NA,NA,"",       75.1277,      -2.99480
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            71,       72.0793,      -3.20849,            0.,NA,NA,"",       72.1009,      -3.28404
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            72,       68.7553,      -3.54269,            0.,NA,NA,"",       68.7736,      -3.61452
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            73,       65.0436,      -3.96056,            0.,NA,NA,"",       65.0807,      -4.02374
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            74,       60.9165,      -4.45493,            0.,NA,NA,"",       60.9658,      -4.52088
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            75,       56.3301,      -4.98611,            0.,NA,NA,"",       56.3854,      -5.06136
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            76,       51.2594,      -5.49550,            0.,NA,NA,"",       51.2954,      -5.58082
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            77,       45.6542,      -5.91544,            0.,NA,NA,"",       45.6797,      -6.00037
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            78,       82.3263,      -4.52577,            0.,NA,NA,"",       82.3547,      -4.56144
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            79,       79.9899,      -5.01515,            0.,NA,NA,"",       80.0253,      -5.05852
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            80,       77.4090,      -5.55016,            0.,NA,NA,"",       77.4508,      -5.60593
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            81,       74.5889,      -6.11415,            0.,NA,NA,"",       74.6356,      -6.18333
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            82,       71.5617,      -6.68889,            0.,NA,NA,"",       71.5980,      -6.76522
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            83,       68.3077,      -7.28311,            0.,NA,NA,"",       68.3131,      -7.37194
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            84,       64.6529,      -8.06840,            0.,NA,NA,"",       64.6914,      -8.14089
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            85,       60.5540,      -9.12249,            0.,NA,NA,"",       60.6127,      -9.18096
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            86,       55.8888,      -10.3076,            0.,NA,NA,"",       55.9786,      -10.3537
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            87,       50.6899,      -11.3988,            0.,NA,NA,"",       50.7315,      -11.4604
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            88,       82.3097,      -6.93173,            0.,NA,NA,"",       82.3415,      -6.95858
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            89,       79.9708,      -7.72977,            0.,NA,NA,"",       80.0132,      -7.75696
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            90,       74.4802,      -9.57057,            0.,NA,NA,"",       74.5446,      -9.61961
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            91,       71.3951,      -10.5043,            0.,NA,NA,"",       71.4508,      -10.5397
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            92,       64.8380,      -12.0862,            0.,NA,NA,"",       64.8935,      -12.2122
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            93,       61.0517,      -13.8488,            0.,NA,NA,"",       61.1106,      -13.9176
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            94,       82.6739,      -9.32007,            0.,NA,NA,"",       82.7023,      -9.34406
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            95,       80.3881,      -10.4532,            0.,NA,NA,"",       80.4300,      -10.4657
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            96,       77.8216,      -11.7393,            0.,NA,NA,"",       77.8577,      -11.7501
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            97,       74.8829,      -13.1997,            0.,NA,NA,"",       74.9307,      -13.2121
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            98,       68.2411,      -11.2295,            0.,NA,NA,"",       68.2321,      -11.2812
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",            99,       65.5160,      -15.2708,            0.,NA,NA,"",       65.4156,      -15.3017
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           100,       81.2547,      -13.0670,            0.,NA,NA,"",       81.3063,      -13.0811
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           101,       78.7863,      -14.7909,            0.,NA,NA,"",       78.8260,      -14.7452
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           102,       82.6147,      -15.2812,            0.,NA,NA,"",       82.7291,      -15.3063
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           103,       39.6497,      -6.11587,            0.,NA,NA,"",       39.6307,      -6.20106
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           104,       38.3966,      -12.9169,            0.,NA,NA,"",       38.4521,      -12.8418
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           105,       33.2879,      -6.15444,            0.,NA,NA,"",       33.1945,      -6.23192
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           106,       26.1765,      -6.45641,            0.,NA,NA,"",       26.2494,      -6.53013
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           107,       18.4119,      -7.64669,            0.,NA,NA,"",       18.6492,      -7.60783
C:/Users/Guillaume/OneDrive - UCB-O365/Documents/Research/Mullins_Damage_Fracture/Github_example/Job-1.odb,Step-1,Increment         0: Step Time = 0.0,"PART-2-1",           108,       19.7231,      -14.1224,            0.,NA,NA,"",       19.7893,      -14.2561
